prospect_id,nombre,categoria,telefono_normalizado,telefono,direccion,ubicacion,valoracion,num_reseñas,status,date_added,google_maps_link,tiene_web,website,tipo,source_file
BCN-0205,Carpinteria de aluminio Aluvizu Decor,carpintero aluminio,+34934497582,+34 934 49 75 82,"Carrer Orient, 11, 08904 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,3.9,0,pending,2026-01-02,,False,,Carpintería metálica y de aluminio,amb_barcelona_sin_web_20260102_223732.csv
BCN-0206,Floristeria Jardinet,jardinero,+34933379980,+34 933 37 99 80,"Carrer d'Enric Prat de la Riba, 162, 08901 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,3.8,0,pending,2026-01-02,,False,,Floristería,amb_barcelona_sin_web_20260102_223732.csv
BCN-0207,"totdecor tot cuina, s.l",reformas cocina,+34933997689,+34 933 99 76 89,"Av. de Llenguadoc, 39, 08915 Badalona, Barcelona",Badalona,3.8,0,pending,2026-01-02,,False,,Fábrica de muebles,amb_barcelona_sin_web_20260102_223732.csv
BCN-0208,InfinitySun S.L.,instalador placas solares,+34937869917,+34 937 86 99 17,"Carrer de Colom, 453, 08223 Terrassa, Barcelona",Terrassa,3.8,0,pending,2026-01-02,,False,,Oficinas de empresa,amb_barcelona_sin_web_20260102_223732.csv
BCN-0209,Alfonso Montilla Corral,carpintero aluminio,+34933839008,+34 933 83 90 08,"Carrer de Liszt, 69, 08917 Badalona, Barcelona",Badalona,3.7,0,pending,2026-01-02,,False,,Carpintería metálica y de aluminio,amb_barcelona_sin_web_20260102_223732.csv
BCN-0210,Pintor Hugo,pintor decorator,+34937807605,+34 937 80 76 05,"Carrer del Comte Borrell, 59, 08224 Terrassa, Barcelona",Terrassa,3.7,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0211,Selsa Mataro,limpieza fachadas,,,"Carrer Pacheco, 90, 08301 Mataró, Barcelona",Mataró,3.7,0,pending,2026-01-02,,False,,Servicio de limpieza de ventanas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0212,RYCASA REGULADORES Y CONST,jardinero,,,"Carrer del Ter, 18, Can Palet, 08223 Terrassa, Barcelona",Terrassa,3.6,0,pending,2026-01-02,,False,,Jardinero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0213,Serralleria Aranda Luis,cerrajero,+34937860439,+34 937 86 04 39,"Carrer de Pau Marsal, 6, 08222 Terrassa, Barcelona",Terrassa,3.6,0,pending,2026-01-02,,False,,Cerrajero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0214,Vives P. Benavent,jardinero,+34937906994,+34 937 90 69 94,"Camí de les Cinc Senies, 38, 08304 Mataró, Barcelona",Mataró,3.6,0,pending,2026-01-02,,False,,Centro de jardinería,amb_barcelona_sin_web_20260102_223732.csv
BCN-0215,MONTAJE CMG 2022 S.L,carpintero aluminio,+34611702938,+34 611 70 29 38,"Avinguda de Can Serra, 92, bajo E1, 08906 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,3.5,0,pending,2026-01-02,,False,,Carpintería metálica y de aluminio,amb_barcelona_sin_web_20260102_223732.csv
BCN-0216,Mes Net S.L,limpieza fachadas,+34937850626,+34 937 85 06 26,"Carrer de Valls, 101, El Segle XX, 08223 Terrassa, Barcelona",Terrassa,3.5,0,pending,2026-01-02,,False,,Servicios de limpieza,amb_barcelona_sin_web_20260102_223732.csv
BCN-0217,Girbau Ace by Nimnar,aire acondicionado,+34938401411,+34 938 40 14 11,"Travessia Tomàs Balbey, 12, 08403 Granollers, Barcelona",Granollers,3.5,0,pending,2026-01-02,,False,,Empresa de climatización,amb_barcelona_sin_web_20260102_223732.csv
BCN-0218,Tecnova Rehabilitació S.L,tratamiento humedades,+34934885712,+34 934 88 57 12,"Cr. de Sant Sebastià, 101, El Segle XX, 08223 Terrassa, Barcelona",Terrassa,3.3,0,pending,2026-01-02,,False,,Servicio de restauración de edificios,amb_barcelona_sin_web_20260102_223732.csv
BCN-0219,Instalaciones Llestanos S L,fontanero,+34938700809,+34 938 70 08 09,"Carrer de Francesc Macià i Llussà, 136, 08401 Granollers, Barcelona",Granollers,3.3,0,pending,2026-01-02,,False,,Fontanero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0220,Moder Alum,carpintero aluminio,+34933991105,+34 933 99 11 05,"Carrer de Chopin, 27, 29, 08917 Badalona, Barcelona",Badalona,3.2,0,pending,2026-01-02,,False,,Carpintería metálica y de aluminio,amb_barcelona_sin_web_20260102_223732.csv
BCN-0221,Reformas Integrales Badalona Mario,reformas integrales,+34612470251,+34 612 47 02 51,,Badalona,3.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0222,Juan Francisco Soriano Martínez,carpintero aluminio,+34933888958,+34 933 88 89 58,"Carrer de Llefià, 39, 08912 Badalona, Barcelona",Badalona,3.0,0,pending,2026-01-02,,False,,Carpintería metálica y de aluminio,amb_barcelona_sin_web_20260102_223732.csv
BCN-0223,Instal·lacions M.P.,fontanero,+34666802816,+34 666 80 28 16,"Indret Horta Novella, 122, Carrer de l'Horta Novella, 120, 08201 Sabadell, Barcelona",Sabadell,3.0,0,pending,2026-01-02,,False,,Fontanero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0224,Instal.lacions Xavi Martí,fontanero,+34679893668,+34 679 89 36 68,"Carrer Marian Burgués, 20, 08208 Sabadell, Barcelona",Sabadell,3.0,0,pending,2026-01-02,,False,,Fontanero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0225,Electricista económico 24 Horas Terrassa,electricista,+34633912340,+34 633 91 23 40,"Carrer de Jacint Elías, 230, 08222 Terrassa, Barcelona",Terrassa,3.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0226,Instal·lacions Hidalgo Ruiz,electricista,+34937907337,+34 937 90 73 37,"Carrer los Àlamos, 7, 08301 Mataró, Barcelona",Mataró,3.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0227,Electric2,electricista,+34938492800,+34 938 49 28 00,"Passatge Lledoner, 16, 08400 Granollers, Barcelona",Granollers,3.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0228,Francisco Claudio Díaz Segura,fontanero,+34936751069,+34 936 75 10 69,"Avinguda de Cerdanyola, 22, 08172 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,3.0,0,pending,2026-01-02,,False,,Fontanero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0229,CLICON S.C.C.L.,aire acondicionado,+34937172712,+34 937 17 27 12,"Carrer del Maestrat, 15, 08208 Sabadell, Barcelona",Sabadell,2.9,0,pending,2026-01-02,,False,,Empresa de calefacción,amb_barcelona_sin_web_20260102_223732.csv
BCN-0230,Reformas Barcelona,reformas cocina,+34692692364,+34 692 69 23 64,,Terrassa,1.5,0,pending,2026-01-02,,False,,Reformas de cocinas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0231,CARPINTERIA DE ALUMINIO ALUXLINEA S.L.,carpintero aluminio,+34933537459,+34 933 53 74 59,"Carrer del Molí, 53, Nou Barris, 08016 Barcelona",Barcelona,1.0,0,pending,2026-01-02,,False,,Carpintero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0232,Jardinero Eixample Barcelona,jardinero,+34617358100,+34 617 35 81 00,"Carrer de València, 307, Eixample, 08009 Barcelona",Barcelona,0.0,0,pending,2026-01-02,,False,,Servicios de mantenimiento arbóreo,amb_barcelona_sin_web_20260102_223732.csv
BCN-0233,Reformas.integral,reformas integrales,+34666657783,+34 666 65 77 83,"Avinguda de Tomàs Giménez, 08906 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0234,O P Instal Sl | Electricista Hospitalet de Llobregat,electricista,+34640513060,+34 640 51 30 60,"Carrer de la Igualtat, 30, 08902 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0235,Pintores La remunta,pintor decorator,+34680915013,+34 680 91 50 13,"Carrer Major, 78, 08901 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0236,PINTOR MORA SL,pintor decorator,+34666555234,+34 666 55 52 34,"Carrer de Covadonga, 9, 08906 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0237,Pintores Sant Josep,pintor decorator,+34612262690,+34 612 26 26 90,"Riera de la Creu, 23, 08901 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0238,Decoart,pintor decorator,,,"Carr. de Collblanc, 08906 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0239,Wally Pinturas,pintor decorator,,,"Carrer de Rosalia de Castro, 7, 08901 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0240,Florworld Garden Services S L,jardinero,+34932637754,+34 932 63 77 54,"Gran Via, 08908 Hospitalet De Llobregat ( L'), Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Jardinero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0241,novanatura.jardineria,jardinero,+34622159411,+34 622 15 94 11,,L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Jardinero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0242,Cañamas Jardins,jardinero,+34646841146,+34 646 84 11 46,,L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Jardinero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0243,Jose Antonio Martinez López,jardinero,+34648528206,+34 648 52 82 06,,L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Jardinero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0244,FACHADAS Y BAJANTES S.L,limpieza fachadas,+34663904447,+34 663 90 44 47,"Carrer Llobregat, 53, 08904 L'Hospitalet de Llobregat, Barcelona",L'Hospitalet de Llobregat,0.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0245,Fernando Herrera Hidalgo,pintor decorator,+34933984388,+34 933 98 43 88,"Carrer d'Europa, 93, 08913 Badalona, Barcelona",Badalona,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0246,Abid Aslam,pintor decorator,,,"C/ NAPOLS 28, Pl: BJ, Pta: 01, 08914 Badalona, Barcelona",Badalona,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0247,lbdeco es,pintor decorator,+34689325264,+34 689 32 52 64,"Av. Bufalà, 20, 08915 Badalona, Barcelona",Badalona,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0248,ElTeuManyaBadalona,cerrajero,,,"Carrer d'En Prim, 08911 Badalona, Barcelona",Badalona,0.0,0,pending,2026-01-02,,False,,Servei de serralleria d’urgències,amb_barcelona_sin_web_20260102_223732.csv
BCN-0249,Averias 24 Horas,fontanero,+34698842727,+34 698 84 27 27,"Carrer de Moragas i Barret, 29, 08204 Sabadell, Barcelona",Sabadell,0.0,0,pending,2026-01-02,,False,,Fontanero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0250,PINTADECOR. Sbd,pintor decorator,+34637880640,+34 637 88 06 40,"Carrer de Lope de Vega, 53, Local 5, 08204 Sabadell, Barcelona",Sabadell,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0251,J.Lãzaro Aplicació Decorativa I Pintura,pintor decorator,,,"N-150, 565, 08204 Sabadell, Barcelona",Sabadell,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0252,Joaquín Garrido Algaba,pintor decorator,,,"Carrer de Fàtima, 30, 08204 Sabadell, Barcelona",Sabadell,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0253,Reformes Terrassa,reformas integrales,,,"Carrer de Cervantes, 22, 08221 Terrassa, Barcelona",Terrassa,0.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0254,Reformas Integrales,reformas integrales,+34696137893,+34 696 13 78 93,"Passeig de Lluís Muncunill, 8, 08225 Terrassa, Barcelona",Terrassa,0.0,0,pending,2026-01-02,,False,,Contratista general,amb_barcelona_sin_web_20260102_223732.csv
BCN-0255,Electricistas terrassa,electricista,+34632203338,+34 632 20 33 38,,Terrassa,0.0,0,pending,2026-01-02,,False,,Servicio de instalación eléctrica,amb_barcelona_sin_web_20260102_223732.csv
BCN-0256,Electricistas Terrassa - Electricidad TerraElectra,electricista,+34631553318,+34 631 55 33 18,"Carrer d'Àngel Guimerà, 126, Can Palet, 08223 Terrassa, Barcelona",Terrassa,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0257,Reformas integrales ArtService,reformas integrales,,,"08302 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Empresa constructora,amb_barcelona_sin_web_20260102_223732.csv
BCN-0258,Desatascos Mataró ERM,fontanero,+34650514707,+34 650 51 47 07,,Mataró,0.0,0,pending,2026-01-02,,False,,Fontanero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0259,Instaladores de Climatización,aire acondicionado,+34935921541,+34 935 92 15 41,"Camí Ral de la Mercè, 565, Local A, 08302 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Tienda aire acondicionado,amb_barcelona_sin_web_20260102_223732.csv
BCN-0260,J R PINTORS,pintor decorator,+34606968639,+34 606 96 86 39,"Carrer Galícia, 78, local, 08303 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0261,Eduard Sanchez Espin,pintor decorator,+34687424561,+34 687 42 45 61,"Passeig Carles Padrós, 67, 2, 08304 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0262,Pintura y Decoración IMRAN,pintor decorator,,,"Carrer República Argentina, 25, 08304 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0263,Fcc Medio Ambiente Jardins Mataró,jardinero,,,"Carrer Pacheco, 90, 08301 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Jardinero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0264,Jardinería Joan Cuquet,jardinero,+34669297303,+34 669 29 73 03,"Torrent d'en Pregària, 3, 08304 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Jardinero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0265,Monjardin.multiservice,jardinero,+34677770142,+34 677 77 01 42,"Plaça Joan XXIII, 6, 08304 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Servicio de jardinería,amb_barcelona_sin_web_20260102_223732.csv
BCN-0266,Serraller Mataró 1980,cerrajero,+34711228551,+34 711 22 85 51,"Carrer Estrasburg, 08304 Mataró, Barcelona",Mataró,0.0,0,pending,2026-01-02,,False,,Servei de serralleria d’urgències,amb_barcelona_sin_web_20260102_223732.csv
BCN-0267,Ballús S.c.p.,carpintero aluminio,+34938791191,+34 938 79 11 91,"Carrer Francesc Tarafa, 2, 08402 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Carpintería metálica y de aluminio,amb_barcelona_sin_web_20260102_223732.csv
BCN-0268,Agustín Rodríguez Lorite,fontanero,+34938700021,+34 938 70 00 21,"Carrer Uruguai, 5, 08402 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Fontanero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0269,OBRAS Y SERVICIOS NEMO ELECTRICISTA S. L,electricista,,,"Carrer de Girona, 32, LOCAL 4, 08402 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Constructor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0270,La Botiga Del Clima,aire acondicionado,,,"Carrer de Mollet, 22, 08401 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Contratista de aire acondicionado,amb_barcelona_sin_web_20260102_223732.csv
BCN-0271,Pintura i Decoració Ramón,pintor decorator,+34610866724,+34 610 86 67 24,"Carrer Primer Marquès Franqueses, 146, 08402 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0272,"Jose Barrios Pintor fino, limpio y responsable",pintor decorator,+34936942026,+34 936 94 20 26,"Carrer de Girona, 189, 08402 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0273,Josep Maria Cabané,pintor decorator,,,"Av. de Marie Curie, 08402 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Pintor,amb_barcelona_sin_web_20260102_223732.csv
BCN-0274,"Jorge Busamia, Sl",jardinero,+34938490405,+34 938 49 04 05,"Carrer de Joanot Martorell, 75, 08403 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Centro de jardinería,amb_barcelona_sin_web_20260102_223732.csv
BCN-0275,Cerrajero Moises Granollers,cerrajero,,,"Carrer Vicenç Albarranch, 08402 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Cerrajero,amb_barcelona_sin_web_20260102_223732.csv
BCN-0276,el teu serraller alfred,cerrajero,+34611044185,+34 611 04 41 85,"Carrer d'Alfons IV, 74, 08401 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Servei de serralleria d’urgències,amb_barcelona_sin_web_20260102_223732.csv
BCN-0277,Serraller Soriano 1987,cerrajero,+34644044185,+34 644 04 41 85,"Carrer de Barcelona, 63, 08401 Granollers, Barcelona",Granollers,0.0,0,pending,2026-01-02,,False,,Servei de serralleria d’urgències,amb_barcelona_sin_web_20260102_223732.csv
BCN-0278,Novavida Reformas Integrales Sant Cugat,reformas integrales,+34640065170,+34 640 06 51 70,"Carrer del Rusc, 6, 08197 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0279,REFORMAS INTEGRALES 24H S.L,reformas integrales,+34649974986,+34 649 97 49 86,,Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0280,SZ Reformas Integrales,reformas integrales,+34647555626,+34 647 55 56 26,,Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0281,Reformas al Cuadrado,reformas integrales,+34605052041,+34 605 05 20 41,"Carrer del Dos de Maig, 25, 1ª6ª, 08172 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Reformas,amb_barcelona_sin_web_20260102_223732.csv
BCN-0282,Aroaluminis Tot En Alumini,carpintero aluminio,+34629992184,+34 629 99 21 84,"Passeig dels Til·lers, 21, 08198 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Carpintería metálica y de aluminio,amb_barcelona_sin_web_20260102_223732.csv
BCN-0283,Jvc Profesional Europa Limited Sucursal En España,electricista,+34902513660,+34 902 51 36 60,"Carrer Sant Cugat, 88, 08173 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0284,Tecnoelectric,electricista,+34614083860,+34 614 08 38 60,"Carrer de los Castillejos, 52, 08172 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0285,3P Elèctric,electricista,,,"Carrer d'Aymerich, 08173 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0286,Integral de Ingeniería e Instalaciones S L,electricista,+34936222180,+34 936 22 21 80,"Avinguda de Cerdanyola, 79, 08172 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0287,Neix Instalnova 25,electricista,+34936748060,+34 936 74 80 60,"Passatge de la Diputació, 46, 08172 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0288,Cofely España S A U,electricista,+34935848859,+34 935 84 88 59,"Carrer del Sena, 08174 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Electricista,amb_barcelona_sin_web_20260102_223732.csv
BCN-0289,Calderas y Aire Acondicionado Sant Cugat 659319761,aire acondicionado,,,"Carrer del Vallès, 10, 08172 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Empresa de climatización,amb_barcelona_sin_web_20260102_223732.csv
BCN-0290,Instaladores Placas Solares,instalador placas solares,+34653113538,+34 653 11 35 38,"Pg. de Francesc Macià, 84, 1- 4, 08173 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Proveedor de energía ecológica,amb_barcelona_sin_web_20260102_223732.csv
BCN-0291,SerrallerAndreus,cerrajero,,,"Carrer del Carme, 08172 Sant Cugat del Vallès, Barcelona",Sant Cugat del Vallès,0.0,0,pending,2026-01-02,,False,,Cerrajero,amb_barcelona_sin_web_20260102_223732.csv
BCN-TEST,Lampistería Maverick,lampista,+34671429320,+34 671 42 9 320,"Carrer Harmonia n7, Barcelona",Barcelona,5.0,1,pending,2026-01-04,,False,,Lampista,test_manual.csv
